ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,ProtoForm,ConceptInSource
ProPaTa-domake-1,,ProPaTa,domake,**ʔa-,**ʔa-,ʔ a,,,1,,^ * * ʔ a -$,default,**ʔa-,"do,make"
pP-domake-1,,pP,domake,*ʔa-,*ʔa-,ʔ a,,,1,,^ * ʔ a -$,default,**ʔa-,"do,make"
pT-domake-1,,pT,domake,*a-,*a-,a,,,1,,^ * a -$,default,**ʔa-,"do,make"
ProPaTa-transsuffix-1,,ProPaTa,transsuffix,**-(w)a,**-a,a,,,1,,^ **- a $,default,**-(w)a,trans. suffix
pP-transsuffix-1,,pP,transsuffix,*-(w)a,*-a,a,,,1,,^ *- a $,default,**-(w)a,trans. suffix
pT-transsuffix-1,,pT,transsuffix,*-a,*-a,a,,,1,,^ *- a $,default,**-(w)a,trans. suffix
ProPaTa-big-1,,ProPaTa,big,**ʔaNi,**ʔaNi,ʔ a !N/n i,,,2,,^ * * ʔ a N i $,default,**ʔaNi,big
pP-big-1,,pP,big,*ʔani,*ʔani,ʔ a n i,,,2,,^ * ʔ a n i $,default,**ʔaNi,big
pT-big-1,,pT,big,*ari,*ari,a r i,,,2,,^ * a r i $,default,**ʔaNi,big
ProPaTa-fishpoison-1,,ProPaTa,fishpoison,**ʔas̥a,**ʔas̥a,ʔ a ʃ a,,,3,,^ * * ʔ a s̥ a $,default,**ʔas̥a,fish poison
pP-fishpoison-1,,pP,fishpoison,*ʔaš̥a,*ʔaš̥a,ʔ a ʃ a,,,3,,^ * ʔ a š̥ a $,default,**ʔas̥a,fish poison
pP-fishpoison-2,,pP,fishpoison,*ʔaš̥a-n-,*ʔaš̥a-n-,ʔ a ʃ a + n,,,3,,^ * ʔ a š̥ a - n -$,default,**ʔas̥a,to fish with fish poison
pT-fishpoison-1,,pT,fishpoison,*ac̥a,*ac̥a,a ʈʂ a,,,3,,^ * a c̥ a $,default,**ʔas̥a,fish poison
ProPaTa-tapir-1,,ProPaTa,tapir,**ʔawada,**ʔawada,ʔ a w a d a,,,4,,^ * * ʔ a w a d a $,default,**ʔawada,tapir
pP-tapir-1,,pP,tapir,*ʔawara,*ʔawara,ʔ a w a r a,,,4,,^ * ʔ a w a r a $,default,**ʔawada,tapir
pT-tapir-1,,pT,tapir,*awada,*awada,a w a d a,,,4,,^ * a w a d a $,default,**ʔawada,tapir
ProPaTa-wifewoman-1,,ProPaTa,wifewoman,**ʔawen{i/ɨ},**ʔawen{i/ɨ},ʔ a w e n !iɨ/i,,,5,,^ * * ʔ a w e n {i/ɨ} $,default,**ʔawen{i/ɨ},"wife,woman"
pP-wifewoman-1,,pP,wifewoman,*ʔawini,*ʔawini,ʔ a w i n i,,,5,,^ * ʔ a w i n i $,default,**ʔawen{i/ɨ},wife
pP-wifewoman-2,,pP,wifewoman,*ʔawi̹-bo,*ʔawi̹-bo,ʔ a w i + b o,,,5,,^ * ʔ a w i̹ - b o $,default,**ʔawen{i/ɨ},woman
pT-wifewoman-1,,pT,wifewoman,*wane,*wane,w a n e,(from *awane??),,5,,^ * w a n e $,default,**ʔawen{i/ɨ},"wife,woman"
ProPaTa-porcupine-1,,ProPaTa,porcupine,**ʔija,**ʔija,ʔ i j a,,,6,,^ * * ʔ i j a $,default,**ʔija,porcupine
pT-porcupine-1,,pT,porcupine,*ija,*ija,i j a,,,6,,^ * i j a $,default,**ʔija,porcupine
ProPaTa-warm-1,,ProPaTa,warm,**ʔij{i/ɨ}-,**ʔij{i/ɨ}-,ʔ i j !iɨ/i,,,7,,^ * * ʔ i j {i/ɨ} -$,default,**ʔij{i/ɨ}-,warm
pP-warm-1,,pP,warm,*ʔici-sa,*ʔici-sa,ʔ i ʈʂ i + s a,,,7,,^ * ʔ i c i - s a $,default,**ʔij{i/ɨ}-,hot
pT-warm-1,,pT,warm,*ije-,*ije-,i j e,,,7,,^ * i j e -$,default,**ʔij{i/ɨ}-,"alive,warm"
pT-warm-2,,pT,warm,*ije-ti,*ije-ti,i j e + t i,,,7,,^ * i j e - t i $,default,**ʔij{i/ɨ}-,sun
ProPaTa-taildog-1,,ProPaTa,taildog,**ʔina,**ʔina,ʔ i n a,,,8,,^ * * ʔ i n a $,default,**ʔina,"tail,dog"
pP-taildog-1,,pP,taildog,*ʔina,*ʔina,ʔ i n a,,,8,,^ * ʔ i n a $,default,**ʔina,"dog,jaguar"
pT-taildog-1,,pT,taildog,*ina1,*ina1,i n a,,,8,,^ * i n a 1 $,default,**ʔina,"tail,feather,hair"
ProPaTa-givetake-1,,ProPaTa,givetake,**ʔina-n-,**ʔina-n-,ʔ i n a + n,,,9,,^ * * ʔ i n a - n -$,default,**ʔina-n-,"to give,take"
pP-givetake-1,,pP,givetake,*ʔina̹-,*ʔina̹-,ʔ i n a,,,9,,^ * ʔ i n a̹ -$,default,**ʔina-n-,to give
pT-givetake-1,,pT,givetake,*ina2,*ina2,i n a,,,9,,^ * i n a 2 $,default,**ʔina-n-,"to grasp,take"
ProPaTa-suffer-1,,ProPaTa,suffer,**ʔidu-,**ʔidu-,ʔ i d u,,,10,,^ * * ʔ i d u -$,default,**ʔidu-,suffer
pT-suffer-1,,pT,suffer,*idu-,*idu-,i d u,,,10,,^ * i d u -$,default,**ʔidu-,suffer
ProPaTa-i-1,,ProPaTa,i,**ʔɨ,**ʔɨ,ʔ ɨ,,,11,,^ * * ʔ ɨ $,default,**ʔɨ,I
pP-i-1,,pP,i,*ʔɨ,*ʔɨ,ʔ ɨ,,,11,,^ * ʔ ɨ $,default,**ʔɨ,I
pT-i-1,,pT,i,*ei-,*ei-,e i,,,11,,^ * e i -$,default,**ʔɨ,I
ProPaTa-mother-1,,ProPaTa,mother,**ʔɨgʷa,**ʔɨgʷa,ʔ ɨ gʷ a,,,12,,^ * * ʔ ɨ gʷ a $,default,**ʔɨgʷa,mother
pP-mother-1,,pP,mother,*ʔɨwa,*ʔɨwa,ʔ ɨ w a,,,12,,^ * ʔ ɨ w a $,default,**ʔɨgʷa,mother
pT-mother-1,,pT,mother,*e-ka-,*e-ka-,e + k a,,,12,,^ * e - k a -$,default,**ʔɨgʷa,mother
ProPaTa-bigabundant-1,,ProPaTa,bigabundant,**ʔɨwa,**ʔɨwa,ʔ ɨ w a,,,13,,^ * * ʔ ɨ w a $,default,**ʔɨwa,"big,abundant"
pP-bigabundant-1,,pP,bigabundant,*ʔɨwa,*ʔɨwa,ʔ ɨ w a,,,13,,^ * ʔ ɨ w a $,default,**ʔɨwa,"big,abundant"
pT-bigabundant-1,,pT,bigabundant,*ewa,*ewa,e w a,found only in Ese,,13,,^ * e w a $,default,**ʔɨwa,"big,abundant"
ProPaTa-demonstrative-1,,ProPaTa,demonstrative,**ʔu-,**ʔu-,ʔ u,,,14,,^ * * ʔ u -$,default,**ʔu-,demonstrative
pT-demonstrative-1,,pT,demonstrative,*u-,*u-,u,,,14,,^ * u -$,default,**ʔu-,demonstrative
ProPaTa-tocough-1,,ProPaTa,tocough,"**ʔuku-,**ʔutu",**ʔuku-,ʔ u k u,"N.B. However, cf. Aymará oho-",,15,,^ * * ʔ u k u -$,default,"**ʔuku-,**ʔutu",to cough
ProPaTa-tocough-2,,ProPaTa,tocough,"**ʔuku-,**ʔutu",**ʔutu,ʔ u t u,"N.B. However, cf. Aymará oho-",,15,,^ * * ʔ u t u $,default,"**ʔuku-,**ʔutu",to cough
pP-tocough-1,,pP,tocough,*ʔoko-,*ʔoko-,ʔ o k o,,,15,,^ * ʔ o k o -$,default,"**ʔuku-,**ʔutu",to cough
pT-tocough-1,,pT,tocough,*utu,*utu,u t u,only in Tak,,15,,^ * u t u $,default,"**ʔuku-,**ʔutu",to cough
ProPaTa-sunmoon-1,,ProPaTa,sunmoon,**badi,**badi,b a d i,,,16,,^ * * b a d i $,default,**badi,"sun,moon"
pP-sunmoon-1,,pP,sunmoon,*b̄ari,*b̄ari,β a r i,,,16,,^ * b̄ a r i $,default,**badi,"sun,day,spring"
pT-sunmoon-1,,pT,sunmoon,*badi,*badi,b a d i,,,16,,^ * b a d i $,default,**badi,"moon,month"
ProPaTa-child-1,,ProPaTa,child,"**bak...,**bakɨ-a (?),**bakɨ-wa(?)",**bak...,b a k,,,17,,^ * * b a k ... $,default,"**bak...,**bakɨ-a (?),**bakɨ-wa(?)",child
ProPaTa-child-2,,ProPaTa,child,"**bak...,**bakɨ-a (?),**bakɨ-wa(?)",**bakɨ-a,b a k ɨ + a,,,17,,^ * * b a k ɨ - a $,default,"**bak...,**bakɨ-a (?),**bakɨ-wa(?)",child
ProPaTa-child-3,,ProPaTa,child,"**bak...,**bakɨ-a (?),**bakɨ-wa(?)",**bakɨ-wa,b a k ɨ + w a,,,17,,^ * * b a k ɨ - w a $,default,"**bak...,**bakɨ-a (?),**bakɨ-wa(?)",child
pP-child-1,,pP,child,*b̄akɨ,*b̄akɨ,β a k ɨ,,,17,,^ * b̄ a k ɨ $,default,"**bak...,**bakɨ-a (?),**bakɨ-wa(?)",child
pT-child-1,,pT,child,*bakwa,*bakwa,b a kʷ a,,,17,,^ * b a kw a $,default,"**bak...,**bakɨ-a (?),**bakɨ-wa(?)",child
ProPaTa-toplant-1,,ProPaTa,toplant,**bana-,**bana-,b a n a,,,18,,^ * * b a n a -$,default,**bana-,to plant
pP-toplant-1,,pP,toplant,*b̄ana-,*b̄ana-,β a n a,,,18,,^ * b̄ a n a -$,default,**bana-,to plant
pT-toplant-1,,pT,toplant,*bana-,*bana-,b a n a,,,18,,^ * b a n a -$,default,**bana-,to plant
ProPaTa-lake-1,,ProPaTa,lake,**ba...,**ba...,b a,N.B. The root would appear to be **ba- with various extensions in both families,,19,,^ * * b a ... $,default,**ba...,lake
pP-lake-1,,pP,lake,*b̄aiCV,*b̄aiCV,β a i !C/p !V/i,,,19,,^ * b̄ a i C V $,default,**ba...,"current,rise in river"
pT-lake-1,,pT,lake,*bai,*bai,b a i,,,19,,^ * b a i $,default,**ba...,lake
ProPaTa-sweet-1,,ProPaTa,sweet,**beta,**beta,b e t a,,,20,,^ * * b e t a $,default,**beta,sweet
pP-sweet-1,,pP,sweet,*b̄ata,*b̄ata,β a t a,,,20,,^ * b̄ a t a $,default,**beta,sweet
pT-sweet-1,,pT,sweet,*bita,*bita,b i t a,,,20,,^ * b i t a $,default,**beta,sweet
ProPaTa-togetput-1,,ProPaTa,togetput,**bi-,**bi-,b i,,,21,,^ * * b i -$,default,**bi-,"to get,put"
pP-togetput-1,,pP,togetput,*b̄i-,*b̄i-,β i,,,21,,^ * b̄ i -$,default,**bi-,"to get,receive"
pT-togetput-1,,pT,togetput,*biu-,*biu-,b i u,,,21,,^ * b i u -$,default,**bi-,to put
ProPaTa-skin-1,,ProPaTa,skin,**biči,**biči,b i tʃ i,,,22,,^ * * b i č i $,default,**biči,skin
pP-skin-1,,pP,skin,*b̄iči,*b̄iči,β i tʃ i,,,22,,^ * b̄ i č i $,default,**biči,skin
pT-skin-1,,pT,skin,*biti,*biti,b i t i,,,22,,^ * b i t i $,default,**biči,skin
ProPaTa-wasp-1,,ProPaTa,wasp,"**bina,**biNa",**bina,b i n a,"N.B. The root would appear to be **bi-, cf. pP *b̄ii 'mosquito', pT *bia 'louse'",,23,,^ * * b i n a $,default,"**bina,**biNa",wasp
ProPaTa-wasp-2,,ProPaTa,wasp,"**bina,**biNa",**biNa,b i !N/n a,"N.B. The root would appear to be **bi-, cf. pP *b̄ii 'mosquito', pT *bia 'louse'",,23,,^ * * b i N a $,default,"**bina,**biNa",wasp
pP-wasp-1,,pP,wasp,*b̄ina,*b̄ina,β i n a,,,23,,^ * b̄ i n a $,default,"**bina,**biNa","wasp,bee"
pT-wasp-1,,pT,wasp,*bina,*bina,b i n a,,,23,,^ * b i n a $,default,"**bina,**biNa",bat (mammal)
pT-wasp-2,,pT,wasp,*bira,*bira,b i r a,,,23,,^ * b i r a $,default,"**bina,**biNa",wasp
ProPaTa-tobring-1,,ProPaTa,tobring,"**bɨ,**bɨta",**bɨ,b ɨ,,,24,,^ * * b ɨ $,default,"**bɨ,**bɨta",to bring
ProPaTa-tobring-2,,ProPaTa,tobring,"**bɨ,**bɨta",**bɨta,b ɨ t a,,,24,,^ * * b ɨ t a $,default,"**bɨ,**bɨta",to bring
pP-tobring-1,,pP,tobring,*b̄ɨ-,*b̄ɨ-,β ɨ,,,24,,^ * b̄ ɨ -$,default,"**bɨ,**bɨta",to bring (along)
pP-tobring-2,,pP,tobring,*-b̄ɨta̹,*-b̄ɨta̹,β ɨ t a,,,24,,^ *- b̄ ɨ t a̹ $,default,"**bɨ,**bɨta",along with
pP-tobring-3,,pP,tobring,*ra-b̄ita,*ra-b̄ita,r a + β i t a,,,24,,^ * r a - b̄ i t a $,default,"**bɨ,**bɨta",two
pT-tobring-1,,pT,tobring,*be-,*be-,b e,,,24,,^ * b e -$,default,"**bɨ,**bɨta",to bring
pT-tobring-2,,pT,tobring,*beta,*beta,b e t a,,,24,,^ * b e t a $,default,"**bɨ,**bɨta",two
pT-tobring-3,,pT,tobring,*beta-,*beta-,b e t a,,,24,,^ * b e t a -$,default,"**bɨ,**bɨta","to accompany,go along with"
ProPaTa-faceforehead-1,,ProPaTa,faceforehead,**bɨ ~ **bu,**bɨ,b ɨ,,,25,,^ * * b ɨ $,default,**bɨ ~ **bu,"face,forehead"
ProPaTa-faceforehead-2,,ProPaTa,faceforehead,**bɨ ~ **bu,**bu,b u,,,25,,^ * * b u $,default,**bɨ ~ **bu,"face,forehead"
pP-faceforehead-1,,pP,faceforehead,*bɨ,*bɨ,b ɨ,,,25,,^ * b ɨ $,default,**bɨ ~ **bu,"face,forehead"
pP-faceforehead-2,,pP,faceforehead,*b̄ɨšpi,*b̄ɨšpi,β ɨ ʂ p i,,,25,,^ * b̄ ɨ š p i $,default,**bɨ ~ **bu,"eyebrow,eyelash"
pP-faceforehead-3,,pP,faceforehead,*b̄iro,*b̄iro,β i r o,,,25,,^ * b̄ i r o $,default,**bɨ ~ **bu,eye
pP-faceforehead-4,,pP,faceforehead,*b̄ɨma̹na̹,*b̄ɨma̹na̹,β ɨ m a n a,,,25,,^ * b̄ ɨ m a̹ n a̹ $,default,**bɨ ~ **bu,"face,forehead"
pT-faceforehead-1,,pT,faceforehead,*bu-,*bu-,b u,,,25,,^ * b u -$,default,**bɨ ~ **bu,"face,head,in front of"
ProPaTa-todescendgodown-1,,ProPaTa,todescendgodown,**bu-tɨ-,**bu-tɨ-,b u + t ɨ,,,26,,^ * * b u - t ɨ -$,default,**bu-tɨ-,to descend.go down
pP-todescendgodown-1,,pP,todescendgodown,*b̄u,*b̄u,β u,Cf. Cn,,26,,^ * b̄ u $,default,**bu-tɨ-,down (verbal suffix)
pT-todescendgodown-1,,pT,todescendgodown,"*bu-,*bute-",*bu-,b u,,,26,,^ * b u -$,default,**bu-tɨ-,"to descend,go down"
pT-todescendgodown-2,,pT,todescendgodown,"*bu-,*bute-",*bute-,b u t e,,,26,,^ * b u t e -$,default,**bu-tɨ-,"to descend,go down"
pT-todescendgodown-3,,pT,todescendgodown,*-bu,*-bu,b u,,,26,,^ *- b u $,default,**bu-tɨ-,down (verbal suffix)
ProPaTa-ant-1,,ProPaTa,ant,**buna,**buna,b u n a,,,27,,^ * * b u n a $,default,**buna,ant
pP-ant-1,,pP,ant,*b̄ona,*b̄ona,β o n a,,,27,,^ * b̄ o n a $,default,**buna,"ant,bee"
pP-ant-2,,pP,ant,*b̄o̹pa,*b̄o̹pa,β o p a,(:*b̄ona-pa?),,27,,^ * b̄ o̹ p a $,default,**buna,"beetle,wasp"
pT-ant-1,,pT,ant,*buna,*buna,b u n a,,,27,,^ * b u n a $,default,**buna,ant (tucandera)
ProPaTa-nail-1,,ProPaTa,nail,**-cizi,**-cizi,ʈʂ i z i,,,28,,^ **- c i z i $,default,**-cizi,nail
pP-nail-1,,pP,nail,*mɨ̹-cis(t)i,*mɨ̹-cisi,m ɨ + ʈʂ i s i,,,28,,^ * m ɨ̹ - c i s i $,default,**-cizi,fingernail
pP-nail-2,,pP,nail,*o̹-cisi,*o̹-cisi,o + ʈʂ i s i,,,28,,^ * o̹ - c i s i $,default,**-cizi,toenail
pT-nail-1,,pT,nail,*-tiji,*-tiji,t i j i,,,28,,^ *- t i j i $,default,**-cizi,nail
ProPaTa-towet-1,,ProPaTa,towet,**ča-,**ča-,tʃ a,,,29,,^ * * č a -$,default,**ča- (?),to wet
pP-towet-1,,pP,towet,*ča-,*ča-,tʃ a,,,29,,^ * č a -$,default,**ča- (?),to wet
pT-towet-1,,pT,towet,*ca2-,*ca2-,ʈʂ a,,,29,,^ * c a 2 -$,default,**ča- (?),wet
ProPaTa-fire-1,,ProPaTa,fire,"**či(ʔ)i,**čizɨ",**čii,tʃ i i,,,30,,^ * * č i i $,default,"**či(ʔ)i,**čizɨ",fire
ProPaTa-fire-2,,ProPaTa,fire,"**či(ʔ)i,**čizɨ",**čizɨ,tʃ i z ɨ,,,30,,^ * * č i z ɨ $,default,"**či(ʔ)i,**čizɨ",fire
pP-fire-1,,pP,fire,*čiʔi,*čiʔi,tʃ i ʔ i,,,30,,^ * č i ʔ i $,default,"**či(ʔ)i,**čizɨ",fire
pP-fire-2,,pP,fire,*čiʔimapo,*čiʔimapo,tʃ i ʔ i m a p o,,,30,,^ * č i ʔ i m a p o $,default,"**či(ʔ)i,**čizɨ",ashes
pP-fire-3,,pP,fire,*(c)istɨ,*istɨ,i s t ɨ,,,30,,^ * i s t ɨ $,default,"**či(ʔ)i,**čizɨ","charcoal,firebrand"
pT-fire-1,,pT,fire,*ti-,*ti-,t i,,,30,,^ * t i -$,default,"**či(ʔ)i,**čizɨ",fire
pT-fire-2,,pT,fire,*tije,*tije,t i j e,,,30,,^ * t i j e $,default,"**či(ʔ)i,**čizɨ",charcoal
pT-fire-3,,pT,fire,*timu,*timu,t i m u,,,30,,^ * t i m u $,default,"**či(ʔ)i,**čizɨ",ashes
ProPaTa-largeend-1,,ProPaTa,largeend,"**či-,**čiPu-n",**či-,tʃ i,,,31,,^ * * č i -$,default,"**či-,**čiPu-n",large end
ProPaTa-largeend-2,,ProPaTa,largeend,"**či-,**čiPu-n",**čiPu-n,tʃ i !P/p u + n,,,31,,^ * * č i P u - n $,default,"**či-,**čiPu-n",large end
pP-largeend-1,,pP,largeend,*čipo̹,*čipo̹,tʃ i p o,,,31,,^ * č i p o̹ $,default,"**či-,**čiPu-n","large end,downriver"
pP-largeend-2,,pP,largeend,*či-bi-,*či-bi-,tʃ i + b i,,,31,,^ * č i - b i -$,default,"**či-,**čiPu-n",steer canoe from the stern
pT-largeend-1,,pT,largeend,*ti-,*ti-,t i,,,31,,^ * t i -$,default,"**či-,**čiPu-n",large end
pT-largeend-2,,pT,largeend,*tibu,*tibu,t i b u,,,31,,^ * t i b u $,default,"**či-,**čiPu-n","trunk,stern of a canoe"
ProPaTa-goacross-1,,ProPaTa,goacross,**čia-n-,**čia-n-,tʃ i a + n,,,32,,^ * * č i a - n -$,default,**čia-n-,go across
pP-goacross-1,,pP,goacross,*čia-,*čia-,tʃ i a,,,32,,^ * č i a -$,default,**čia-n-,go across
pT-goacross-1,,pT,goacross,*ti-a-,*ti-a-,t i + a,,,32,,^ * t i - a -$,default,**čia-n-,"to give,go across"
ProPaTa-hopdance-1,,ProPaTa,hopdance,**čiri-n-,**čiri-n-,tʃ i r i + n,,,33,,^ * * č i r i - n -$,default,**čiri-n-,"hop,dance"
pT-hopdance-1,,pT,hopdance,*tiři-,*tiři-,t i ɽ i,,,33,,^ * t i ř i -$,default,**čiri-n-,"dance,drum"
ProPaTa-swallow-1,,ProPaTa,swallow,**čuNu,**čuNu,tʃ u !N/n u,,,34,,^ * * č u N u $,default,**čuNu,swallow
pT-swallow-1,,pT,swallow,*čuru (?),*čuru,tʃ u r u,found only in Kav,,34,,^ * č u r u $,default,**čuNu,swallow
ProPaTa-fornicatecopulate-1,,ProPaTa,fornicatecopulate,**čuta,**čuta,tʃ u t a,,,35,,^ * * č u t a $,default,**čuta,"fornicate,copulate"
pP-fornicatecopulate-1,,pP,fornicatecopulate,*čuta,*čuta,tʃ u t a,,,35,,^ * č u t a $,default,**čuta,fornicate
pT-fornicatecopulate-1,,pT,fornicatecopulate,*čuta- (?),*čuta-,tʃ u t a,found only in Tak,,35,,^ * č u t a -$,default,**čuta,"fornicate,copulate"
ProPaTa-sucknurse-1,,ProPaTa,sucknurse,*...,*...,,N.B.perhaps an example of sound symbolism,,36,,^ * ... $,default,**...,"suck,nurse"
pP-sucknurse-1,,pP,sucknurse,"*cu-,*čo-",*cu-,ʈʂ u,,,36,,^ * c u -$,default,**...,suck
pP-sucknurse-2,,pP,sucknurse,"*cu-,*čo-",*čo-,tʃ o,,,36,,^ * č o -$,default,**...,suck
pT-sucknurse-1,,pT,sucknurse,*...?,*...?,,,,36,,^ * ... ? $,default,**...,"nurse,suck"
ProPaTa-legkneeankle-1,,ProPaTa,legkneeankle,**da-n-,**da-n-,d a + n,,,37,,^ * * d a - n -$,default,**da-n-,"leg,knee,ankle"
pP-legkneeankle-1,,pP,legkneeankle,*ra̹,*ra̹,r a,,,37,,^ * r a̹ $,default,**da-n-,"knee,ankle,etc"
pT-legkneeankle-1,,pT,legkneeankle,*da2-,*da2-,d a,,,37,,^ * d a 2 -$,default,**da-n-,"leg,knee,stick"
ProPaTa-monkey-1,,ProPaTa,monkey,**did...,**did...,d i d,,,38,,^ * * d i d ... $,default,**did...,monkey
pP-monkey-1,,pP,monkey,*rir{o/i},*rir{o/i},r i r !oi/o,,,38,,^ * r i r {o/i} $,default,**did...,monkey sp.
pT-monkey-1,,pT,monkey,*di...,*di...,d i,,,38,,^ * d i ... $,default,**did...,monkey
ProPaTa-flute-1,,ProPaTa,flute,**dɨwɨ,**dɨwɨ,d ɨ w ɨ,,,39,,^ * * d ɨ w ɨ $,default,**dɨwɨ,flute
pP-flute-1,,pP,flute,*rɨwɨ,*rɨwɨ,r ɨ w ɨ,,,39,,^ * r ɨ w ɨ $,default,**dɨwɨ,flute
pT-flute-1,,pT,flute,*dewe,*dewe,d e w e,found only in Ese,,39,,^ * d e w e $,default,**dɨwɨ,flute
ProPaTa-pound-1,,ProPaTa,pound,**du1-,**du1-,d u,,,40,,^ * * d u 1 -$,default,**du1-,pound
pT-pound-1,,pT,pound,*dudu-,*dudu-,d u d u,,,40,,^ * d u d u -$,default,**du1-,"pound,grip,tap"
ProPaTa-snake-1,,ProPaTa,snake,**du2-,**du2-,d u,,,41,,^ * * d u 2 -$,default,**du2-,snake
pP-snake-1,,pP,snake,*rono,*rono,r o n o,,,41,,^ * r o n o $,default,**du2-,snake (generic)
pT-snake-1,,pT,snake,*du3-,*du3-,d u,,,41,,^ * d u 3 -$,default,**du2-,snake
ProPaTa-monkey-2,,ProPaTa,monkey,**duʔu,**duʔu,d u ʔ u,,,42,,^ * * d u ʔ u $,default,**duʔu,monkey
pP-monkey-2,,pP,monkey,*roʔo,*roʔo,r o ʔ o,,,42,,^ * r o ʔ o $,default,**duʔu,howler monkey
pT-monkey-2,,pT,monkey,*duʔu,*duʔu,d u ʔ u,,,42,,^ * d u ʔ u $,default,**duʔu,howler monkey
pT-monkey-3,,pT,monkey,*duk(w)a-duk(w)a,*duka-duka,d u k a + d u k a,,,42,,^ * d u k a - d u k a $,default,**duʔu,lucashi (monkey sp.)
ProPaTa-imperativesuffix-1,,ProPaTa,imperativesuffix,**-gʷɨ,**-gʷɨ,gʷ ɨ,,,43,,^ **- gʷ ɨ $,default,**-gʷɨ,imperative suffix
pP-imperativesuffix-1,,pP,imperativesuffix,*-wɨ,*-wɨ,w ɨ,,,43,,^ *- w ɨ $,default,**-gʷɨ,imperative suffix
pT-imperativesuffix-1,,pT,imperativesuffix,*-kʷe,*-kʷe,kʷ e,,,43,,^ *- kʷ e $,default,**-gʷɨ,imperative suffix
ProPaTa-pronominalpossessivesuffix-1,,ProPaTa,pronominalpossessivesuffix,**-gʷɨ-n,**-gʷɨ-n,gʷ ɨ + n,,,44,,^ **- gʷ ɨ - n $,default,**-gʷɨ-n,pronominal possessive suffix
pT-pronominalpossessivesuffix-1,,pT,pronominalpossessivesuffix,*-kʷe,*-kʷe,kʷ e,apparently used for only 1st and 2nd persons,,44,,^ *- kʷ e $,default,**-gʷɨ-n,pronominal possessive suffix
ProPaTa-3rdpersonpronoun-1,,ProPaTa,3rdpersonpronoun,**ha-,**ha-,h a,,,45,,^ * * h a -$,default,**ha-,3rd person pronoun
pP-3rdpersonpronoun-1,,pP,3rdpersonpronoun,*aa,*aa,a a,,,45,,^ * a a $,default,**ha-,"3rd person pronoun,sg."
pP-3rdpersonpronoun-2,,pP,3rdpersonpronoun,*ati…,*ati…,a t i,,,45,,^ * a t i … $,default,**ha-,all
pP-3rdpersonpronoun-3,,pP,3rdpersonpronoun,*ato,*ato,a t o,,,45,,^ * a t o $,default,**ha-,"3rd person pronoun,pl."
pP-3rdpersonpronoun-4,,pP,3rdpersonpronoun,*awɨ̹,*awɨ̹,a w ɨ,,,45,,^ * a w ɨ̹ $,default,**ha-,"his,hers,its"
pT-3rdpersonpronoun-1,,pT,3rdpersonpronoun,*a-,*a-,a,cf. pP *awɨ/a ‘what?’,,45,,^ * a -$,default,**ha-,stem of general interrogative pronouns
ProPaTa-tongue-1,,ProPaTa,tongue,**hana,**hana,h a n a,,,46,,^ * * h a n a $,default,**hana,tongue
pP-tongue-1,,pP,tongue,*ana,*ana,a n a,,,46,,^ * a n a $,default,**hana,tongue
pP-tongue-2,,pP,tongue,*ana̹-,*ana̹-,a n a,,,46,,^ * a n a̹ -$,default,**hana,vomit
pP-tongue-3,,pP,tongue,*a̹ṣ̌ab̴a(ka),*a̹ṣ̌ab̴a,a ʃ a β a,,,46,,^ * a̹ ṣ̌ a b̴ a $,default,**hana,to open mouth wide
pT-tongue-1,,pT,tongue,*ana,*ana,a n a,,,46,,^ * a n a $,default,**hana,tongue
ProPaTa-tree-1,,ProPaTa,tree,**hegʷi,**hegʷi,h e gʷ i,,,47,,^ * * h e gʷ i $,default,**hegʷi,tree
pP-tree-1,,pP,tree,*iwi,*iwi,i w i,,,47,,^ * i w i $,default,**hegʷi,tree
pT-tree-1,,pT,tree,*akwi,*akwi,a kʷ i,,,47,,^ * a kw i $,default,**hegʷi,tree
ProPaTa-blood-1,,ProPaTa,blood,**hemi,**hemi,h e m i,,,48,,^ * * h e m i $,default,**hemi,blood
pP-blood-1,,pP,blood,*imi,*imi,i m i,,,48,,^ * i m i $,default,**hemi,blood
pT-blood-1,,pT,blood,*ʔami,*ʔami,ʔ a m i,,,48,,^ * ʔ a m i $,default,**hemi,blood
ProPaTa-white-1,,ProPaTa,white,**huẓu,**huẓu,h u z u,,,49,,^ * * h u ẓ u $,default,**huẓu,white
pP-white-1,,pP,white,*oṣ̌o,*oṣ̌o,o ʃ o,,,49,,^ * o ṣ̌ o $,default,**huẓu,white
pT-white-1,,pT,white,*uze/u,*uze/u,u z !eu/e,"Found only in Ese and War. The Čamic forms, if not loans from the Panoan, would apper to come from a pT *uze/u",,49,,^ * u z e/u $,default,**huẓu,white
ProPaTa-foot-1,,ProPaTa,foot,"**hua-,**wa-",**hua-,h u a,(?),,50,,^ * * h u a -$,default,"**hua-,**wa-",foot
ProPaTa-foot-2,,ProPaTa,foot,"**hua-,**wa-",**wa-,w a,(?),,50,,^ * * w a -$,default,"**hua-,**wa-",foot
pP-foot-1,,pP,foot,*o̹-cisi,*o̹-cisi,o + ʈʂ i s i,cf. *mɨ̹-cisi ‘fingernail’,,50,,^ * o̹ - c i s i $,default,"**hua-,**wa-",toenail
